,const,density,dz,zenith,algae
824,1.0,850,0.15,60,15000
825,1.0,850,0.15,60,20000
826,1.0,850,0.15,70,0
827,1.0,850,0.15,70,5000
828,1.0,850,0.15,70,7000
829,1.0,850,0.15,70,11000
830,1.0,850,0.15,70,13000
831,1.0,850,0.15,70,15000
832,1.0,850,0.15,70,20000
833,1.0,850,0.15,80,0
834,1.0,850,0.15,80,5000
835,1.0,850,0.15,80,7000
836,1.0,850,0.15,80,11000
837,1.0,850,0.15,80,13000
838,1.0,850,0.15,80,15000
839,1.0,850,0.15,80,20000
840,1.0,900,0.15,30,0
841,1.0,900,0.15,30,5000
842,1.0,900,0.15,30,7000
843,1.0,900,0.15,30,11000
844,1.0,900,0.15,30,13000
845,1.0,900,0.15,30,15000
846,1.0,900,0.15,30,20000
847,1.0,900,0.15,40,0
848,1.0,900,0.15,40,5000
849,1.0,900,0.15,40,7000
850,1.0,900,0.15,40,11000
851,1.0,900,0.15,40,13000
852,1.0,900,0.15,40,15000
853,1.0,900,0.15,40,20000
854,1.0,900,0.15,50,0
855,1.0,900,0.15,50,5000
856,1.0,900,0.15,50,7000
857,1.0,900,0.15,50,11000
858,1.0,900,0.15,50,13000
859,1.0,900,0.15,50,15000
860,1.0,900,0.15,50,20000
861,1.0,900,0.15,60,0
862,1.0,900,0.15,60,5000
863,1.0,900,0.15,60,7000
864,1.0,900,0.15,60,11000
865,1.0,900,0.15,60,13000
866,1.0,900,0.15,60,15000
867,1.0,900,0.15,60,20000
868,1.0,900,0.15,70,0
869,1.0,900,0.15,70,5000
870,1.0,900,0.15,70,7000
871,1.0,900,0.15,70,11000
872,1.0,900,0.15,70,13000
873,1.0,900,0.15,70,15000
874,1.0,900,0.15,70,20000
875,1.0,900,0.15,80,0
876,1.0,900,0.15,80,5000
877,1.0,900,0.15,80,7000
878,1.0,900,0.15,80,11000
879,1.0,900,0.15,80,13000
880,1.0,900,0.15,80,15000
881,1.0,900,0.15,80,20000
882,1.0,400,0.2,30,0
883,1.0,400,0.2,30,5000
884,1.0,400,0.2,30,7000
885,1.0,400,0.2,30,11000
886,1.0,400,0.2,30,13000
887,1.0,400,0.2,30,15000
888,1.0,400,0.2,30,20000
889,1.0,400,0.2,40,0
890,1.0,400,0.2,40,5000
891,1.0,400,0.2,40,7000
892,1.0,400,0.2,40,11000
893,1.0,400,0.2,40,13000
894,1.0,400,0.2,40,15000
895,1.0,400,0.2,40,20000
896,1.0,400,0.2,50,0
897,1.0,400,0.2,50,5000
898,1.0,400,0.2,50,7000
899,1.0,400,0.2,50,11000
900,1.0,400,0.2,50,13000
901,1.0,400,0.2,50,15000
902,1.0,400,0.2,50,20000
903,1.0,400,0.2,60,0
904,1.0,400,0.2,60,5000
905,1.0,400,0.2,60,7000
906,1.0,400,0.2,60,11000
907,1.0,400,0.2,60,13000
908,1.0,400,0.2,60,15000
909,1.0,400,0.2,60,20000
910,1.0,400,0.2,70,0
911,1.0,400,0.2,70,5000
912,1.0,400,0.2,70,7000
913,1.0,400,0.2,70,11000
914,1.0,400,0.2,70,13000
915,1.0,400,0.2,70,15000
916,1.0,400,0.2,70,20000
917,1.0,400,0.2,80,0
918,1.0,400,0.2,80,5000
919,1.0,400,0.2,80,7000
920,1.0,400,0.2,80,11000
921,1.0,400,0.2,80,13000
922,1.0,400,0.2,80,15000
923,1.0,400,0.2,80,20000
924,1.0,500,0.2,30,0
925,1.0,500,0.2,30,5000
926,1.0,500,0.2,30,7000
927,1.0,500,0.2,30,11000
928,1.0,500,0.2,30,13000
929,1.0,500,0.2,30,15000
930,1.0,500,0.2,30,20000
931,1.0,500,0.2,40,0
932,1.0,500,0.2,40,5000
933,1.0,500,0.2,40,7000
934,1.0,500,0.2,40,11000
935,1.0,500,0.2,40,13000
936,1.0,500,0.2,40,15000
937,1.0,500,0.2,40,20000
938,1.0,500,0.2,50,0
939,1.0,500,0.2,50,5000
940,1.0,500,0.2,50,7000
941,1.0,500,0.2,50,11000
942,1.0,500,0.2,50,13000
943,1.0,500,0.2,50,15000
944,1.0,500,0.2,50,20000
945,1.0,500,0.2,60,0
946,1.0,500,0.2,60,5000
947,1.0,500,0.2,60,7000
948,1.0,500,0.2,60,11000
949,1.0,500,0.2,60,13000
950,1.0,500,0.2,60,15000
951,1.0,500,0.2,60,20000
952,1.0,500,0.2,70,0
953,1.0,500,0.2,70,5000
954,1.0,500,0.2,70,7000
955,1.0,500,0.2,70,11000
956,1.0,500,0.2,70,13000
957,1.0,500,0.2,70,15000
958,1.0,500,0.2,70,20000
959,1.0,500,0.2,80,0
960,1.0,500,0.2,80,5000
961,1.0,500,0.2,80,7000
962,1.0,500,0.2,80,11000
963,1.0,500,0.2,80,13000
964,1.0,500,0.2,80,15000
965,1.0,500,0.2,80,20000
966,1.0,600,0.2,30,0
967,1.0,600,0.2,30,5000
968,1.0,600,0.2,30,7000
969,1.0,600,0.2,30,11000
970,1.0,600,0.2,30,13000
971,1.0,600,0.2,30,15000
972,1.0,600,0.2,30,20000
973,1.0,600,0.2,40,0
974,1.0,600,0.2,40,5000
975,1.0,600,0.2,40,7000
976,1.0,600,0.2,40,11000
977,1.0,600,0.2,40,13000
978,1.0,600,0.2,40,15000
979,1.0,600,0.2,40,20000
980,1.0,600,0.2,50,0
981,1.0,600,0.2,50,5000
982,1.0,600,0.2,50,7000
983,1.0,600,0.2,50,11000
984,1.0,600,0.2,50,13000
985,1.0,600,0.2,50,15000
986,1.0,600,0.2,50,20000
987,1.0,600,0.2,60,0
988,1.0,600,0.2,60,5000
989,1.0,600,0.2,60,7000
990,1.0,600,0.2,60,11000
991,1.0,600,0.2,60,13000
992,1.0,600,0.2,60,15000
993,1.0,600,0.2,60,20000
994,1.0,600,0.2,70,0
995,1.0,600,0.2,70,5000
996,1.0,600,0.2,70,7000
997,1.0,600,0.2,70,11000
998,1.0,600,0.2,70,13000
999,1.0,600,0.2,70,15000
1000,1.0,600,0.2,70,20000
1001,1.0,600,0.2,80,0
1002,1.0,600,0.2,80,5000
1003,1.0,600,0.2,80,7000
1004,1.0,600,0.2,80,11000
1005,1.0,600,0.2,80,13000
1006,1.0,600,0.2,80,15000
1007,1.0,600,0.2,80,20000
1008,1.0,700,0.2,30,0
1009,1.0,700,0.2,30,5000
1010,1.0,700,0.2,30,7000
1011,1.0,700,0.2,30,11000
1012,1.0,700,0.2,30,13000
1013,1.0,700,0.2,30,15000
1014,1.0,700,0.2,30,20000
1015,1.0,700,0.2,40,0
1016,1.0,700,0.2,40,5000
1017,1.0,700,0.2,40,7000
1018,1.0,700,0.2,40,11000
1019,1.0,700,0.2,40,13000
1020,1.0,700,0.2,40,15000
1021,1.0,700,0.2,40,20000
1022,1.0,700,0.2,50,0
1023,1.0,700,0.2,50,5000
1024,1.0,700,0.2,50,7000
1025,1.0,700,0.2,50,11000
1026,1.0,700,0.2,50,13000
1027,1.0,700,0.2,50,15000
1028,1.0,700,0.2,50,20000
1029,1.0,700,0.2,60,0
1030,1.0,700,0.2,60,5000
1031,1.0,700,0.2,60,7000
1032,1.0,700,0.2,60,11000
1033,1.0,700,0.2,60,13000
1034,1.0,700,0.2,60,15000
1035,1.0,700,0.2,60,20000
1036,1.0,700,0.2,70,0
1037,1.0,700,0.2,70,5000
1038,1.0,700,0.2,70,7000
1039,1.0,700,0.2,70,11000
1040,1.0,700,0.2,70,13000
1041,1.0,700,0.2,70,15000
1042,1.0,700,0.2,70,20000
1043,1.0,700,0.2,80,0
1044,1.0,700,0.2,80,5000
1045,1.0,700,0.2,80,7000
1046,1.0,700,0.2,80,11000
1047,1.0,700,0.2,80,13000
1048,1.0,700,0.2,80,15000
1049,1.0,700,0.2,80,20000
1050,1.0,800,0.2,30,0
1051,1.0,800,0.2,30,5000
1052,1.0,800,0.2,30,7000
1053,1.0,800,0.2,30,11000
1054,1.0,800,0.2,30,13000
1055,1.0,800,0.2,30,15000
1056,1.0,800,0.2,30,20000
1057,1.0,800,0.2,40,0
1058,1.0,800,0.2,40,5000
1059,1.0,800,0.2,40,7000
1060,1.0,800,0.2,40,11000
1061,1.0,800,0.2,40,13000
1062,1.0,800,0.2,40,15000
1063,1.0,800,0.2,40,20000
1064,1.0,800,0.2,50,0
1065,1.0,800,0.2,50,5000
1066,1.0,800,0.2,50,7000
1067,1.0,800,0.2,50,11000
1068,1.0,800,0.2,50,13000
1069,1.0,800,0.2,50,15000
1070,1.0,800,0.2,50,20000
1071,1.0,800,0.2,60,0
1072,1.0,800,0.2,60,5000
1073,1.0,800,0.2,60,7000
1074,1.0,800,0.2,60,11000
1075,1.0,800,0.2,60,13000
1076,1.0,800,0.2,60,15000
1077,1.0,800,0.2,60,20000
1078,1.0,800,0.2,70,0
1079,1.0,800,0.2,70,5000
1080,1.0,800,0.2,70,7000
1081,1.0,800,0.2,70,11000
1082,1.0,800,0.2,70,13000
1083,1.0,800,0.2,70,15000
1084,1.0,800,0.2,70,20000
1085,1.0,800,0.2,80,0
1086,1.0,800,0.2,80,5000
1087,1.0,800,0.2,80,7000
1088,1.0,800,0.2,80,11000
1089,1.0,800,0.2,80,13000
1090,1.0,800,0.2,80,15000
1091,1.0,800,0.2,80,20000
1092,1.0,850,0.2,30,0
1093,1.0,850,0.2,30,5000
1094,1.0,850,0.2,30,7000
1095,1.0,850,0.2,30,11000
1096,1.0,850,0.2,30,13000
1097,1.0,850,0.2,30,15000
1098,1.0,850,0.2,30,20000
1099,1.0,850,0.2,40,0
1100,1.0,850,0.2,40,5000
1101,1.0,850,0.2,40,7000
1102,1.0,850,0.2,40,11000
1103,1.0,850,0.2,40,13000
1104,1.0,850,0.2,40,15000
1105,1.0,850,0.2,40,20000
1106,1.0,850,0.2,50,0
1107,1.0,850,0.2,50,5000
1108,1.0,850,0.2,50,7000
1109,1.0,850,0.2,50,11000
1110,1.0,850,0.2,50,13000
1111,1.0,850,0.2,50,15000
1112,1.0,850,0.2,50,20000
1113,1.0,850,0.2,60,0
1114,1.0,850,0.2,60,5000
1115,1.0,850,0.2,60,7000
1116,1.0,850,0.2,60,11000
1117,1.0,850,0.2,60,13000
1118,1.0,850,0.2,60,15000
1119,1.0,850,0.2,60,20000
1120,1.0,850,0.2,70,0
1121,1.0,850,0.2,70,5000
1122,1.0,850,0.2,70,7000
1123,1.0,850,0.2,70,11000
1124,1.0,850,0.2,70,13000
1125,1.0,850,0.2,70,15000
1126,1.0,850,0.2,70,20000
1127,1.0,850,0.2,80,0
1128,1.0,850,0.2,80,5000
1129,1.0,850,0.2,80,7000
1130,1.0,850,0.2,80,11000
1131,1.0,850,0.2,80,13000
1132,1.0,850,0.2,80,15000
1133,1.0,850,0.2,80,20000
1134,1.0,900,0.2,30,0
1135,1.0,900,0.2,30,5000
1136,1.0,900,0.2,30,7000
1137,1.0,900,0.2,30,11000
1138,1.0,900,0.2,30,13000
1139,1.0,900,0.2,30,15000
1140,1.0,900,0.2,30,20000
1141,1.0,900,0.2,40,0
1142,1.0,900,0.2,40,5000
1143,1.0,900,0.2,40,7000
1144,1.0,900,0.2,40,11000
1145,1.0,900,0.2,40,13000
1146,1.0,900,0.2,40,15000
1147,1.0,900,0.2,40,20000
1148,1.0,900,0.2,50,0
1149,1.0,900,0.2,50,5000
1150,1.0,900,0.2,50,7000
1151,1.0,900,0.2,50,11000
1152,1.0,900,0.2,50,13000
1153,1.0,900,0.2,50,15000
1154,1.0,900,0.2,50,20000
1155,1.0,900,0.2,60,0
1156,1.0,900,0.2,60,5000
1157,1.0,900,0.2,60,7000
1158,1.0,900,0.2,60,11000
1159,1.0,900,0.2,60,13000
1160,1.0,900,0.2,60,15000
1161,1.0,900,0.2,60,20000
1162,1.0,900,0.2,70,0
1163,1.0,900,0.2,70,5000
1164,1.0,900,0.2,70,7000
1165,1.0,900,0.2,70,11000
1166,1.0,900,0.2,70,13000
1167,1.0,900,0.2,70,15000
1168,1.0,900,0.2,70,20000
1169,1.0,900,0.2,80,0
1170,1.0,900,0.2,80,5000
1171,1.0,900,0.2,80,7000
1172,1.0,900,0.2,80,11000
1173,1.0,900,0.2,80,13000
1174,1.0,900,0.2,80,15000
1175,1.0,900,0.2,80,20000
1176,1.0,400,0.3,30,0
1177,1.0,400,0.3,30,5000
1178,1.0,400,0.3,30,7000
1179,1.0,400,0.3,30,11000
1180,1.0,400,0.3,30,13000
1181,1.0,400,0.3,30,15000
1182,1.0,400,0.3,30,20000
1183,1.0,400,0.3,40,0
1184,1.0,400,0.3,40,5000
1185,1.0,400,0.3,40,7000
1186,1.0,400,0.3,40,11000
1187,1.0,400,0.3,40,13000
1188,1.0,400,0.3,40,15000
1189,1.0,400,0.3,40,20000
1190,1.0,400,0.3,50,0
1191,1.0,400,0.3,50,5000
1192,1.0,400,0.3,50,7000
1193,1.0,400,0.3,50,11000
1194,1.0,400,0.3,50,13000
1195,1.0,400,0.3,50,15000
1196,1.0,400,0.3,50,20000
1197,1.0,400,0.3,60,0
1198,1.0,400,0.3,60,5000
1199,1.0,400,0.3,60,7000
1200,1.0,400,0.3,60,11000
1201,1.0,400,0.3,60,13000
1202,1.0,400,0.3,60,15000
1203,1.0,400,0.3,60,20000
1204,1.0,400,0.3,70,0
1205,1.0,400,0.3,70,5000
1206,1.0,400,0.3,70,7000
1207,1.0,400,0.3,70,11000
1208,1.0,400,0.3,70,13000
1209,1.0,400,0.3,70,15000
1210,1.0,400,0.3,70,20000
1211,1.0,400,0.3,80,0
1212,1.0,400,0.3,80,5000
1213,1.0,400,0.3,80,7000
1214,1.0,400,0.3,80,11000
1215,1.0,400,0.3,80,13000
1216,1.0,400,0.3,80,15000
1217,1.0,400,0.3,80,20000
1218,1.0,500,0.3,30,0
1219,1.0,500,0.3,30,5000
1220,1.0,500,0.3,30,7000
1221,1.0,500,0.3,30,11000
1222,1.0,500,0.3,30,13000
1223,1.0,500,0.3,30,15000
1224,1.0,500,0.3,30,20000
1225,1.0,500,0.3,40,0
1226,1.0,500,0.3,40,5000
1227,1.0,500,0.3,40,7000
1228,1.0,500,0.3,40,11000
1229,1.0,500,0.3,40,13000
1230,1.0,500,0.3,40,15000
1231,1.0,500,0.3,40,20000
1232,1.0,500,0.3,50,0
1233,1.0,500,0.3,50,5000
1234,1.0,500,0.3,50,7000
1235,1.0,500,0.3,50,11000
1236,1.0,500,0.3,50,13000
1237,1.0,500,0.3,50,15000
1238,1.0,500,0.3,50,20000
1239,1.0,500,0.3,60,0
1240,1.0,500,0.3,60,5000
1241,1.0,500,0.3,60,7000
1242,1.0,500,0.3,60,11000
1243,1.0,500,0.3,60,13000
1244,1.0,500,0.3,60,15000
1245,1.0,500,0.3,60,20000
1246,1.0,500,0.3,70,0
1247,1.0,500,0.3,70,5000
1248,1.0,500,0.3,70,7000
1249,1.0,500,0.3,70,11000
1250,1.0,500,0.3,70,13000
1251,1.0,500,0.3,70,15000
1252,1.0,500,0.3,70,20000
1253,1.0,500,0.3,80,0
1254,1.0,500,0.3,80,5000
1255,1.0,500,0.3,80,7000
1256,1.0,500,0.3,80,11000
1257,1.0,500,0.3,80,13000
1258,1.0,500,0.3,80,15000
1259,1.0,500,0.3,80,20000
1260,1.0,600,0.3,30,0
1261,1.0,600,0.3,30,5000
1262,1.0,600,0.3,30,7000
1263,1.0,600,0.3,30,11000
1264,1.0,600,0.3,30,13000
1265,1.0,600,0.3,30,15000
1266,1.0,600,0.3,30,20000
1267,1.0,600,0.3,40,0
1268,1.0,600,0.3,40,5000
1269,1.0,600,0.3,40,7000
1270,1.0,600,0.3,40,11000
1271,1.0,600,0.3,40,13000
1272,1.0,600,0.3,40,15000
1273,1.0,600,0.3,40,20000
1274,1.0,600,0.3,50,0
1275,1.0,600,0.3,50,5000
1276,1.0,600,0.3,50,7000
1277,1.0,600,0.3,50,11000
1278,1.0,600,0.3,50,13000
1279,1.0,600,0.3,50,15000
1280,1.0,600,0.3,50,20000
1281,1.0,600,0.3,60,0
1282,1.0,600,0.3,60,5000
1283,1.0,600,0.3,60,7000
1284,1.0,600,0.3,60,11000
1285,1.0,600,0.3,60,13000
1286,1.0,600,0.3,60,15000
1287,1.0,600,0.3,60,20000
1288,1.0,600,0.3,70,0
1289,1.0,600,0.3,70,5000
1290,1.0,600,0.3,70,7000
1291,1.0,600,0.3,70,11000
1292,1.0,600,0.3,70,13000
1293,1.0,600,0.3,70,15000
1294,1.0,600,0.3,70,20000
1295,1.0,600,0.3,80,0
1296,1.0,600,0.3,80,5000
1297,1.0,600,0.3,80,7000
1298,1.0,600,0.3,80,11000
1299,1.0,600,0.3,80,13000
1300,1.0,600,0.3,80,15000
1301,1.0,600,0.3,80,20000
1302,1.0,700,0.3,30,0
1303,1.0,700,0.3,30,5000
1304,1.0,700,0.3,30,7000
1305,1.0,700,0.3,30,11000
1306,1.0,700,0.3,30,13000
1307,1.0,700,0.3,30,15000
1308,1.0,700,0.3,30,20000
1309,1.0,700,0.3,40,0
1310,1.0,700,0.3,40,5000
1311,1.0,700,0.3,40,7000
1312,1.0,700,0.3,40,11000
1313,1.0,700,0.3,40,13000
1314,1.0,700,0.3,40,15000
1315,1.0,700,0.3,40,20000
1316,1.0,700,0.3,50,0
1317,1.0,700,0.3,50,5000
1318,1.0,700,0.3,50,7000
1319,1.0,700,0.3,50,11000
1320,1.0,700,0.3,50,13000
1321,1.0,700,0.3,50,15000
1322,1.0,700,0.3,50,20000
1323,1.0,700,0.3,60,0
1324,1.0,700,0.3,60,5000
1325,1.0,700,0.3,60,7000
1326,1.0,700,0.3,60,11000
1327,1.0,700,0.3,60,13000
1328,1.0,700,0.3,60,15000
1329,1.0,700,0.3,60,20000
1330,1.0,700,0.3,70,0
1331,1.0,700,0.3,70,5000
1332,1.0,700,0.3,70,7000
1333,1.0,700,0.3,70,11000
1334,1.0,700,0.3,70,13000
1335,1.0,700,0.3,70,15000
1336,1.0,700,0.3,70,20000
1337,1.0,700,0.3,80,0
1338,1.0,700,0.3,80,5000
1339,1.0,700,0.3,80,7000
1340,1.0,700,0.3,80,11000
1341,1.0,700,0.3,80,13000
1342,1.0,700,0.3,80,15000
1343,1.0,700,0.3,80,20000
1344,1.0,800,0.3,30,0
1345,1.0,800,0.3,30,5000
1346,1.0,800,0.3,30,7000
1347,1.0,800,0.3,30,11000
1348,1.0,800,0.3,30,13000
1349,1.0,800,0.3,30,15000
1350,1.0,800,0.3,30,20000
1351,1.0,800,0.3,40,0
1352,1.0,800,0.3,40,5000
1353,1.0,800,0.3,40,7000
1354,1.0,800,0.3,40,11000
1355,1.0,800,0.3,40,13000
1356,1.0,800,0.3,40,15000
1357,1.0,800,0.3,40,20000
1358,1.0,800,0.3,50,0
1359,1.0,800,0.3,50,5000
1360,1.0,800,0.3,50,7000
1361,1.0,800,0.3,50,11000
1362,1.0,800,0.3,50,13000
1363,1.0,800,0.3,50,15000
1364,1.0,800,0.3,50,20000
1365,1.0,800,0.3,60,0
1366,1.0,800,0.3,60,5000
1367,1.0,800,0.3,60,7000
1368,1.0,800,0.3,60,11000
1369,1.0,800,0.3,60,13000
1370,1.0,800,0.3,60,15000
1371,1.0,800,0.3,60,20000
1372,1.0,800,0.3,70,0
1373,1.0,800,0.3,70,5000
1374,1.0,800,0.3,70,7000
1375,1.0,800,0.3,70,11000
1376,1.0,800,0.3,70,13000
1377,1.0,800,0.3,70,15000
1378,1.0,800,0.3,70,20000
1379,1.0,800,0.3,80,0
1380,1.0,800,0.3,80,5000
1381,1.0,800,0.3,80,7000
1382,1.0,800,0.3,80,11000
1383,1.0,800,0.3,80,13000
1384,1.0,800,0.3,80,15000
1385,1.0,800,0.3,80,20000
1386,1.0,850,0.3,30,0
1387,1.0,850,0.3,30,5000
1388,1.0,850,0.3,30,7000
1389,1.0,850,0.3,30,11000
1390,1.0,850,0.3,30,13000
1391,1.0,850,0.3,30,15000
1392,1.0,850,0.3,30,20000
1393,1.0,850,0.3,40,0
1394,1.0,850,0.3,40,5000
1395,1.0,850,0.3,40,7000
1396,1.0,850,0.3,40,11000
1397,1.0,850,0.3,40,13000
1398,1.0,850,0.3,40,15000
1399,1.0,850,0.3,40,20000
1400,1.0,850,0.3,50,0
1401,1.0,850,0.3,50,5000
1402,1.0,850,0.3,50,7000
1403,1.0,850,0.3,50,11000
1404,1.0,850,0.3,50,13000
1405,1.0,850,0.3,50,15000
1406,1.0,850,0.3,50,20000
1407,1.0,850,0.3,60,0
1408,1.0,850,0.3,60,5000
1409,1.0,850,0.3,60,7000
1410,1.0,850,0.3,60,11000
1411,1.0,850,0.3,60,13000
1412,1.0,850,0.3,60,15000
1413,1.0,850,0.3,60,20000
1414,1.0,850,0.3,70,0
1415,1.0,850,0.3,70,5000
1416,1.0,850,0.3,70,7000
1417,1.0,850,0.3,70,11000
1418,1.0,850,0.3,70,13000
1419,1.0,850,0.3,70,15000
1420,1.0,850,0.3,70,20000
1421,1.0,850,0.3,80,0
1422,1.0,850,0.3,80,5000
1423,1.0,850,0.3,80,7000
1424,1.0,850,0.3,80,11000
1425,1.0,850,0.3,80,13000
1426,1.0,850,0.3,80,15000
1427,1.0,850,0.3,80,20000
1428,1.0,900,0.3,30,0
1429,1.0,900,0.3,30,5000
1430,1.0,900,0.3,30,7000
1431,1.0,900,0.3,30,11000
1432,1.0,900,0.3,30,13000
1433,1.0,900,0.3,30,15000
1434,1.0,900,0.3,30,20000
1435,1.0,900,0.3,40,0
1436,1.0,900,0.3,40,5000
1437,1.0,900,0.3,40,7000
1438,1.0,900,0.3,40,11000
1439,1.0,900,0.3,40,13000
1440,1.0,900,0.3,40,15000
1441,1.0,900,0.3,40,20000
1442,1.0,900,0.3,50,0
1443,1.0,900,0.3,50,5000
1444,1.0,900,0.3,50,7000
1445,1.0,900,0.3,50,11000
1446,1.0,900,0.3,50,13000
1447,1.0,900,0.3,50,15000
1448,1.0,900,0.3,50,20000
1449,1.0,900,0.3,60,0
1450,1.0,900,0.3,60,5000
1451,1.0,900,0.3,60,7000
1452,1.0,900,0.3,60,11000
1453,1.0,900,0.3,60,13000
1454,1.0,900,0.3,60,15000
1455,1.0,900,0.3,60,20000
1456,1.0,900,0.3,70,0
1457,1.0,900,0.3,70,5000
1458,1.0,900,0.3,70,7000
1459,1.0,900,0.3,70,11000
1460,1.0,900,0.3,70,13000
1461,1.0,900,0.3,70,15000
1462,1.0,900,0.3,70,20000
1463,1.0,900,0.3,80,0
1464,1.0,900,0.3,80,5000
1465,1.0,900,0.3,80,7000
1466,1.0,900,0.3,80,11000
1467,1.0,900,0.3,80,13000
1468,1.0,900,0.3,80,15000
1469,1.0,900,0.3,80,20000
1470,1.0,400,0.5,30,0
1471,1.0,400,0.5,30,5000
1472,1.0,400,0.5,30,7000
1473,1.0,400,0.5,30,11000
1474,1.0,400,0.5,30,13000
1475,1.0,400,0.5,30,15000
1476,1.0,400,0.5,30,20000
1477,1.0,400,0.5,40,0
1478,1.0,400,0.5,40,5000
1479,1.0,400,0.5,40,7000
1480,1.0,400,0.5,40,11000
1481,1.0,400,0.5,40,13000
1482,1.0,400,0.5,40,15000
1483,1.0,400,0.5,40,20000
1484,1.0,400,0.5,50,0
1485,1.0,400,0.5,50,5000
1486,1.0,400,0.5,50,7000
1487,1.0,400,0.5,50,11000
1488,1.0,400,0.5,50,13000
1489,1.0,400,0.5,50,15000
1490,1.0,400,0.5,50,20000
1491,1.0,400,0.5,60,0
1492,1.0,400,0.5,60,5000
1493,1.0,400,0.5,60,7000
1494,1.0,400,0.5,60,11000
1495,1.0,400,0.5,60,13000
1496,1.0,400,0.5,60,15000
1497,1.0,400,0.5,60,20000
1498,1.0,400,0.5,70,0
1499,1.0,400,0.5,70,5000
1500,1.0,400,0.5,70,7000
1501,1.0,400,0.5,70,11000
1502,1.0,400,0.5,70,13000
1503,1.0,400,0.5,70,15000
1504,1.0,400,0.5,70,20000
1505,1.0,400,0.5,80,0
1506,1.0,400,0.5,80,5000
1507,1.0,400,0.5,80,7000
1508,1.0,400,0.5,80,11000
1509,1.0,400,0.5,80,13000
1510,1.0,400,0.5,80,15000
1511,1.0,400,0.5,80,20000
1512,1.0,500,0.5,30,0
1513,1.0,500,0.5,30,5000
1514,1.0,500,0.5,30,7000
1515,1.0,500,0.5,30,11000
1516,1.0,500,0.5,30,13000
1517,1.0,500,0.5,30,15000
1518,1.0,500,0.5,30,20000
1519,1.0,500,0.5,40,0
1520,1.0,500,0.5,40,5000
1521,1.0,500,0.5,40,7000
1522,1.0,500,0.5,40,11000
1523,1.0,500,0.5,40,13000
1524,1.0,500,0.5,40,15000
1525,1.0,500,0.5,40,20000
1526,1.0,500,0.5,50,0
1527,1.0,500,0.5,50,5000
1528,1.0,500,0.5,50,7000
1529,1.0,500,0.5,50,11000
1530,1.0,500,0.5,50,13000
1531,1.0,500,0.5,50,15000
1532,1.0,500,0.5,50,20000
1533,1.0,500,0.5,60,0
1534,1.0,500,0.5,60,5000
1535,1.0,500,0.5,60,7000
1536,1.0,500,0.5,60,11000
1537,1.0,500,0.5,60,13000
1538,1.0,500,0.5,60,15000
1539,1.0,500,0.5,60,20000
1540,1.0,500,0.5,70,0
1541,1.0,500,0.5,70,5000
1542,1.0,500,0.5,70,7000
1543,1.0,500,0.5,70,11000
1544,1.0,500,0.5,70,13000
1545,1.0,500,0.5,70,15000
1546,1.0,500,0.5,70,20000
1547,1.0,500,0.5,80,0
1548,1.0,500,0.5,80,5000
1549,1.0,500,0.5,80,7000
1550,1.0,500,0.5,80,11000
1551,1.0,500,0.5,80,13000
1552,1.0,500,0.5,80,15000
1553,1.0,500,0.5,80,20000
1554,1.0,600,0.5,30,0
1555,1.0,600,0.5,30,5000
1556,1.0,600,0.5,30,7000
1557,1.0,600,0.5,30,11000
1558,1.0,600,0.5,30,13000
1559,1.0,600,0.5,30,15000
1560,1.0,600,0.5,30,20000
1561,1.0,600,0.5,40,0
1562,1.0,600,0.5,40,5000
1563,1.0,600,0.5,40,7000
1564,1.0,600,0.5,40,11000
1565,1.0,600,0.5,40,13000
1566,1.0,600,0.5,40,15000
1567,1.0,600,0.5,40,20000
1568,1.0,600,0.5,50,0
1569,1.0,600,0.5,50,5000
1570,1.0,600,0.5,50,7000
1571,1.0,600,0.5,50,11000
1572,1.0,600,0.5,50,13000
1573,1.0,600,0.5,50,15000
1574,1.0,600,0.5,50,20000
1575,1.0,600,0.5,60,0
1576,1.0,600,0.5,60,5000
1577,1.0,600,0.5,60,7000
1578,1.0,600,0.5,60,11000
1579,1.0,600,0.5,60,13000
1580,1.0,600,0.5,60,15000
1581,1.0,600,0.5,60,20000
1582,1.0,600,0.5,70,0
1583,1.0,600,0.5,70,5000
1584,1.0,600,0.5,70,7000
1585,1.0,600,0.5,70,11000
1586,1.0,600,0.5,70,13000
1587,1.0,600,0.5,70,15000
1588,1.0,600,0.5,70,20000
1589,1.0,600,0.5,80,0
1590,1.0,600,0.5,80,5000
1591,1.0,600,0.5,80,7000
1592,1.0,600,0.5,80,11000
1593,1.0,600,0.5,80,13000
1594,1.0,600,0.5,80,15000
1595,1.0,600,0.5,80,20000
1596,1.0,700,0.5,30,0
1597,1.0,700,0.5,30,5000
1598,1.0,700,0.5,30,7000
1599,1.0,700,0.5,30,11000
1600,1.0,700,0.5,30,13000
1601,1.0,700,0.5,30,15000
1602,1.0,700,0.5,30,20000
1603,1.0,700,0.5,40,0
1604,1.0,700,0.5,40,5000
1605,1.0,700,0.5,40,7000
1606,1.0,700,0.5,40,11000
1607,1.0,700,0.5,40,13000
1608,1.0,700,0.5,40,15000
1609,1.0,700,0.5,40,20000
1610,1.0,700,0.5,50,0
1611,1.0,700,0.5,50,5000
1612,1.0,700,0.5,50,7000
1613,1.0,700,0.5,50,11000
1614,1.0,700,0.5,50,13000
1615,1.0,700,0.5,50,15000
1616,1.0,700,0.5,50,20000
