,density (kg m^-3),zenith (deg),algae (ppb),BBA,lyr1_abs,lyr2_abs,lyr3_abs,lyr4_abs,lyr5_abs,lyr6_abs,lyr7_abs,lyr8_abs,lyr9_abs,lyr10_abs,lyr11_abs
83,600,40,10000,0.5206804675580026,114.27814424013816,147.96204544063212,50.31813467290893,29.899681013798254,20.611028745361324,15.262159587942467,16.924627718122686,9.280287990258643,7.013423085425781,3.8711181521004816,2.6264654123247175
84,600,40,15000,0.4957679806478,122.10594282330118,155.43247505888525,55.51473326867742,33.44248266441126,23.03713780510264,16.957930087792192,17.71019761217885,9.586857190816739,6.879973760430185,3.652708316487148,2.4235615100222208
85,600,45,0,0.5991305689929854,89.33561284221156,115.97438499203255,31.174940605932747,15.890169697662055,9.744783935501506,6.589078924177274,10.49521075991238,5.477003280885362,5.406190277957407,3.4557415255062645,2.5432432838020573
86,600,45,1000,0.5895745596349802,91.33498533321698,117.97896504388092,32.919368206374365,17.402960708434794,11.054315749904061,7.719902495949174,11.320520047842372,6.025097522539101,5.633288153624625,3.513583074165415,2.5522150451520784
87,600,45,5000,0.557474722568224,98.70135746441959,125.19380374495748,38.847560507009035,22.28126047292758,15.088860028496496,11.07812286242369,13.620719815268304,7.472613498370678,6.140877820769814,3.5772336348321088,2.5023704761009085
88,600,45,10000,0.5265058864846104,106.87359151777109,132.91910685464805,44.632662082067945,26.624159764572305,18.382439262015822,13.621070997930001,15.124328006735903,8.293530225528338,6.271405079780175,3.4616313129509484,2.3485340526228105
89,600,45,15000,0.5018139315692307,114.23655343806851,139.6584577241988,49.24682366035341,29.767387219176147,20.534031769227674,15.124239080864154,15.816566751262167,8.56192157426618,6.148577464767857,3.264534366763577,2.1659152356941855
90,600,50,0,0.6045158256794693,82.32365136036343,101.88293867630838,27.05426050820969,13.873992564252148,8.533437048052283,5.779304203963243,9.215758520614402,4.8114215891423475,4.748525939140708,3.034118025552643,2.232352309079565
91,600,50,1000,0.8620992788330082,1.8973217573372239,2.1003715484942522,1.8392620126970332,1.6236938821042894,1.4307692262700142,1.2564559803618676,1.1580861944847127,0.8093212944854313,0.5774825245369771,0.36610295259974684,0.26098611277174316
92,600,50,5000,0.5634862697638366,90.94590508004273,110.02753899771581,33.75015394125085,19.450475348418166,13.19625840802919,9.696000619777985,11.939320716477539,6.550070882153189,5.385588583058893,3.1369108007787934,2.1940901004515103
93,600,50,10000,0.5328946018857851,98.5057373599351,116.85072870894278,38.78723897590122,23.23088126974911,16.06306939204394,11.90927024588504,13.244487161556847,7.261949892275679,5.495228752523,3.0331167128280123,2.0576366355120594
94,600,50,15000,0.5084461991801481,105.34110208363265,122.79894277843866,42.79410425962166,25.958856225065137,17.92959859975863,13.212587676618455,13.840480917152856,7.491240373736849,5.384084117631959,2.858640243580609,1.896464792424427
