dz,density,zenith,algae,BBA,abs
0.5,400,80,0,0.4790977479341514,21.648099750554422
0.5,400,80,5000,0.4520849023268542,26.742368116493815
0.5,400,80,7000,0.44215655919018265,28.634003103405405
0.5,400,80,11000,0.42363339271377626,32.19354095914027
0.5,400,80,13000,0.41498404203898626,33.87010064220136
0.5,400,80,15000,0.4067108764052602,35.482897785793874
0.5,400,80,20000,0.3875370412656245,39.25747051393672
0.5,500,30,0,0.417126154136708,95.49689478262714
0.5,500,30,5000,0.39397684431742697,117.46112680289974
0.5,500,30,7000,0.38551558088636795,125.51951766175881
0.5,500,30,11000,0.36977401044174657,140.5658714893881
0.5,500,30,13000,0.36243914748402856,147.6034802180253
0.5,500,30,15000,0.35545967875428836,154.30570679806553
0.5,500,30,20000,0.33916508118829214,170.08171745394904
0.5,500,40,0,0.42850544070028024,86.9335077449389
0.5,500,40,5000,0.404805547603008,107.03157044879805
0.5,500,40,7000,0.3961417594276709,114.41567328310414
0.5,500,40,11000,0.3800224278089624,128.21759914377336
0.5,500,40,13000,0.3725092102381339,134.68255899259407
0.5,500,40,15000,0.36535782966556846,140.8472320711065
0.5,500,40,20000,0.3486697566012696,155.35888191718502
0.5,500,50,0,0.4427541230961367,75.59738929797544
0.5,500,50,5000,0.4182304508364711,93.24626734847462
0.5,500,50,7000,0.4092653834536502,99.74110274533899
0.5,500,50,11000,0.39258601586404923,111.89624522773136
0.5,500,50,13000,0.3848122180376998,117.59675615927998
0.5,500,50,15000,0.3774127865484028,123.03811963882362
0.5,500,50,20000,0.36015040498492856,135.85652802541054
0.5,500,60,0,0.46047838552408643,60.56414633190018
0.5,500,60,5000,0.43465101708249637,75.14928808529811
0.5,500,60,7000,0.42521406424626146,80.52446737537105
0.5,500,60,11000,0.4076653566189543,90.59483585901106
0.5,500,60,13000,0.39949080848735435,95.32220848150942
0.5,500,60,15000,0.39171180573080217,99.83920368790459
0.5,500,60,20000,0.3735810868504427,110.48212243270257
0.5,500,70,0,0.4780543822586403,43.07524143457806
0.5,500,70,5000,0.44982896786596244,53.93346387872129
0.5,500,70,7000,0.43954092087697105,57.93428031982406
0.5,500,70,11000,0.42045098545610915,65.42646664752802
0.5,500,70,13000,0.4115787414573938,68.94136615512392
0.5,500,70,15000,0.4031460430014578,72.30047861692664
0.5,500,70,20000,0.38355638951676874,80.19790893038636
0.5,500,80,0,0.4896863459440596,22.636472882296694
0.5,500,80,5000,0.4551857365370535,28.96565374859097
0.5,500,80,7000,0.44277821060725814,31.271612372143
0.5,500,80,11000,0.4200161474052789,35.54768534872258
0.5,500,80,13000,0.4095599041233883,37.53338478967085
0.5,500,80,15000,0.399689758903046,39.42052920552288
0.5,500,80,20000,0.3770965509745782,43.79482972720434
0.5,600,30,0,0.4257410495614495,101.74870923678907
0.5,600,30,5000,0.39732834349543616,128.3782116811958
0.5,600,30,7000,0.38713441012909316,137.9825869875306
0.5,600,30,11000,0.36842908023433923,155.6933698653821
0.5,600,30,13000,0.3598248559806656,163.8830685946585
0.5,600,30,15000,0.3516605272520195,171.6854274266878
0.5,600,30,20000,0.3329697612854466,189.67268252278362
0.5,600,40,0,0.4366166459806901,92.26666937512755
0.5,600,40,5000,0.4075852363638147,116.58701227309896
0.5,600,40,7000,0.3971669787298207,125.37350205085792
0.5,600,40,11000,0.3780475295178952,141.59713698860423
0.5,600,40,13000,0.36924964883297706,149.11158153523996
0.5,600,40,15000,0.3609034432411348,156.2730144112596
0.5,600,40,20000,0.3417778189107576,172.8275704978402
0.5,600,50,0,0.4502346332228261,79.8054959406807
0.5,600,50,5000,0.42026543957150897,101.11027147256071
0.5,600,50,7000,0.40950979081227373,108.82239923179172
0.5,600,50,11000,0.38977113234531763,123.0835198934404
0.5,600,50,13000,0.38068871020913675,129.69825429894036
0.5,600,50,15000,0.3720730920320141,136.00757432137047
0.5,600,50,20000,0.3523473666535875,150.59487943792502
0.5,600,60,0,0.46720109051912384,63.525420730308646
0.5,600,60,5000,0.43572766669178264,81.07770072190861
0.5,600,60,7000,0.4244380374044101,87.44249125485362
0.5,600,60,11000,0.4037306260991957,99.22646759165335
0.5,600,60,13000,0.3942083734214693,104.69809064495405
0.5,600,60,15000,0.3851796800804711,109.9201593695557
0.5,600,60,20000,0.364526148738296,122.00379798069619
0.5,600,70,0,0.483860912266005,44.834726728922234
0.5,600,70,5000,0.4495922747728954,57.84559807460983
0.5,600,70,7000,0.43733457301632456,62.56226940511684
0.5,600,70,11000,0.4149084288404499,71.28950162214069
0.5,600,70,13000,0.40462364707764126,75.3382125711403
0.5,600,70,15000,0.39489013491595054,79.19930020213438
0.5,600,70,20000,0.37269859255462906,88.11933513668865
0.5,600,80,0,0.49425083367255496,23.49612062241588
0.5,600,80,5000,0.4526746372850659,31.01346922064274
0.5,600,80,7000,0.4380370189724006,33.70228044295409
0.5,600,80,11000,0.4116137258114772,38.61916772697542
0.5,600,80,13000,0.39966215542657624,40.872250145295936
0.5,600,80,15000,0.388454827510529,43.002981527794255
0.5,600,80,20000,0.36330724353440047,47.8531287335383
0.5,700,30,0,0.4256119740596768,106.79748152526479
0.5,700,30,5000,0.39256992028112725,137.7199298589297
0.5,700,30,7000,0.38092146416288425,148.69493660260508
0.5,700,30,11000,0.3598192753496259,168.70169383269496
0.5,700,30,13000,0.35022170964988586,177.86423736252976
0.5,700,30,15000,0.3411871752103227,186.5307320275324
0.5,700,30,20000,0.32071517786695175,206.35131710345794
0.5,700,40,0,0.4362354333560542,96.54192110357776
0.5,700,40,5000,0.40249577726740815,124.7667510102926
0.5,700,40,7000,0.39059800169053055,134.804089777365
0.5,700,40,11000,0.36903855490653764,153.13140465403018
0.5,700,40,13000,0.35922762696117216,161.5420756070577
0.5,700,40,15000,0.3499981582911102,169.4958299292726
0.5,700,40,20000,0.32908067192004953,187.71383973080964
0.5,700,50,0,0.44953873159002566,83.15591661896418
0.5,700,50,5000,0.41473644451358016,107.86268952020008
0.5,700,50,7000,0.4024624782418615,116.66879892755723
0.5,700,50,11000,0.38022108574882624,132.77498408491454
0.5,700,50,13000,0.370100463595808,140.17752139030222
0.5,700,50,15000,0.3605802171915444,147.18490825771113
0.5,700,50,20000,0.3390062736965705,163.25927808448608
0.5,700,60,0,0.46612755044336796,65.88532538454932
0.5,700,60,5000,0.42961330779067086,86.22002372547874
0.5,700,60,7000,0.4167430305231476,93.48210466116029
0.5,700,60,11000,0.3934356456679402,106.78191992187386
0.5,700,60,13000,0.38283803977893993,112.90109119446747
0.5,700,60,15000,0.37287413108577105,118.6977860407034
0.5,700,60,20000,0.3503193067847857,132.00375369389238
0.5,700,70,0,0.48232552736529327,46.28347784257108
0.5,700,70,5000,0.44262444504811943,61.33222204656215
0.5,700,70,7000,0.4286764624384603,66.70429667829582
0.5,700,70,11000,0.4034919618325983,76.53433233975713
0.5,700,70,13000,0.3920778817572382,81.05106401868989
0.5,700,70,15000,0.3813688486958526,85.32621772757903
0.5,700,70,20000,0.3572250637268725,95.11675541271335
0.5,700,80,0,0.4920631780412464,24.27903914176984
0.5,700,80,5000,0.4440776537495445,32.93522064295899
0.5,700,80,7000,0.4275271229322801,35.97695195433733
0.5,700,80,11000,0.39810518504059095,41.4663580745179
0.5,700,80,13000,0.3849853429934046,43.95167189381292
0.5,700,80,15000,0.3728038240898428,46.28177451814174
0.5,700,80,20000,0.345849039826589,51.52394022515884
0.5,800,30,0,0.4077593134859081,110.85580427981992
0.5,800,30,5000,0.3718201677517854,145.0795645901056
0.5,800,30,7000,0.35933845112142965,157.05871683454558
0.5,800,30,11000,0.3369692650361881,178.68489788383357
0.5,800,30,13000,0.32689624729358596,188.50442215697433
0.5,800,30,15000,0.317465189893274,197.75212610283285
0.5,800,30,20000,0.2963074187277894,218.7256220326251
0.5,800,40,0,0.4185246858813018,99.95599541371094
0.5,800,40,5000,0.3817684126094009,131.25234643069425
0.5,800,40,7000,0.3689994459716932,142.23082029384906
0.5,800,40,11000,0.3461099644171669,162.08577666822717
0.5,800,40,13000,0.3358014446556891,171.115090142862
0.5,800,40,15000,0.3261481823730694,179.62835840805178
0.5,800,40,20000,0.30449532488051484,198.95862882798505
0.5,800,50,0,0.4320118312956811,85.8190395856517
0.5,800,50,5000,0.39402351376026656,113.27930119215677
0.5,800,50,7000,0.38082562717734625,122.93629936707869
0.5,800,50,11000,0.35716850688714835,140.4332199259278
0.5,800,50,13000,0.3465158388485605,148.40317533237453
0.5,800,50,15000,0.3365426265653527,155.92371056702612
0.5,800,50,20000,0.31417453455379746,173.02985264507333
0.5,800,60,0,0.4488262559082672,67.7733909614329
0.5,800,60,5000,0.40887687845860327,90.43973948635396
0.5,800,60,7000,0.39500837404128597,98.4279132091384
0.5,800,60,11000,0.3701693899190433,112.92125149162649
0.5,800,60,13000,0.3589952789928426,119.5303448727014
0.5,800,60,15000,0.3485412603915575,125.7701654114183
0.5,800,60,20000,0.3251261715784741,139.97195245164338
0.5,800,70,0,0.46528565034148306,47.49579501008671
0.5,800,70,5000,0.4217311235885163,64.32937142204402
0.5,800,70,7000,0.4066704069949649,70.25789050890559
0.5,800,70,11000,0.3797917155114787,81.00150676714613
0.5,800,70,13000,0.3677465185363303,85.89240763049544
0.5,800,70,15000,0.3565074132791045,90.50364044452456
0.5,800,70,20000,0.3314534598170794,100.96873446271347
0.5,800,80,0,0.47529955374357113,25.014061989848713
0.5,800,80,5000,0.4224810015443643,34.73950753966464
0.5,800,80,7000,0.40460715332116426,38.101826621017544
0.5,800,80,11000,0.3732815334508553,44.097085384013496
0.5,800,80,13000,0.35950573061449986,46.779834903581424
0.5,800,80,15000,0.34681123494542193,49.279919973671454
0.5,800,80,20000,0.31911547046672384,54.83845892408971
0.5,850,30,0,0.37639718864124055,112.47374721860312
0.5,850,30,5000,0.34142900733112636,146.95691538703082
0.5,850,30,7000,0.3293374971212512,158.97552254475193
0.5,850,30,11000,0.3077313498060334,180.61990086347143
0.5,850,30,13000,0.29803354053735576,190.42052385792707
0.5,850,30,15000,0.2889685204130982,199.6416339629387
0.5,850,30,20000,0.2686964752764927,220.5107239620452
0.5,850,40,0,0.3876945844133697,101.30098085475741
0.5,850,40,5000,0.3517881894025936,132.96962952223404
0.5,850,40,7000,0.3393695230771719,144.03265420170996
0.5,850,40,11000,0.31717525898988225,163.9917987086997
0.5,850,40,13000,0.3072158510922853,173.03966932320378
0.5,850,40,15000,0.29790421113417437,181.5634461206805
0.5,850,40,20000,0.2770808020915651,200.8838624634206
0.5,850,50,0,0.40185789201814837,86.8552110513383
0.5,850,50,5000,0.3645671727363413,114.79279071900254
0.5,850,50,7000,0.35167075745082355,124.57732974200758
0.5,850,50,11000,0.32862825065465506,142.26043245937834
0.5,850,50,13000,0.31828677853694837,150.29488121469626
0.5,850,50,15000,0.3086232370533829,157.86714301244405
0.5,850,50,20000,0.287021912718537,175.05570498684492
0.5,850,60,0,0.41949309271121105,68.50788502165157
0.5,850,60,5000,0.38005353608605685,91.72229639556662
0.5,850,60,7000,0.36642817490602253,99.86993542263876
0.5,850,60,11000,0.34210868073489775,114.61424765038407
0.5,850,60,13000,0.3312070464516486,121.32045851119587
0.5,850,60,15000,0.32102889174923305,127.64384091579733
0.5,850,60,20000,0.29831355567434953,142.004488324912
0.5,850,70,0,0.436938038022503,47.99089360506378
0.5,850,70,5000,0.393642256684859,65.3785624171322
0.5,850,70,7000,0.3787526244234225,71.47523442971877
0.5,850,70,11000,0.35228482743502043,82.4913688765823
0.5,850,70,13000,0.34047199976007514,87.49181295237408
0.5,850,70,15000,0.32947637845915156,92.19899472648473
0.5,850,70,20000,0.3050677564584954,102.85374579929757
0.5,850,80,0,0.44820511742214525,25.36898967999908
0.5,850,80,5000,0.3951510970364621,35.546109330299345
0.5,850,80,7000,0.37733668904553463,39.04249668308294
0.5,850,80,11000,0.34629829639394216,45.24838514536026
0.5,850,80,13000,0.332730112535046,48.012756776098215
0.5,850,80,15000,0.3202729723849287,50.581906419302506
0.5,850,80,20000,0.29326457789567273,56.26793543966062
0.5,900,30,0,0.247798300368602,113.54396722712936
0.5,900,30,5000,0.22479564090775564,141.54687788943033
0.5,900,30,7000,0.21676113943167838,151.45442021331075
0.5,900,30,11000,0.2023102885220821,169.5024950580225
0.5,900,30,13000,0.19578750009796997,177.76506008625643
0.5,900,30,15000,0.1896737109696099,185.5887831038101
0.5,900,30,20000,0.17594409352776322,203.4968131928858
0.5,900,40,0,0.26149494763792214,102.1396794290145
0.5,900,40,5000,0.23717511822819531,128.52200696237975
0.5,900,40,7000,0.22868253701784882,137.86884421950253
0.5,900,40,11000,0.21341473101971742,154.9043163565456
0.5,900,40,13000,0.2065249343983436,162.71011096470815
0.5,900,40,15000,0.20006877314940022,170.10403199714182
0.5,900,40,20000,0.1855766785783028,187.0367293129822
0.5,900,50,0,0.27882896337819374,87.44968721270338
0.5,900,50,5000,0.2526785416184974,111.46785938050034
0.5,900,50,7000,0.24355368573697167,119.9887138221214
0.5,900,50,11000,0.2271620814428176,135.5306039017461
0.5,900,50,13000,0.21977127927769707,142.65639457924811
0.5,900,50,15000,0.212849443575103,149.40839474520686
0.5,900,50,20000,0.19732832033755585,164.87458806623076
0.5,900,60,0,0.30039242234878405,68.89273839067414
0.5,900,60,5000,0.27164632140614153,89.60733855375236
0.5,900,60,7000,0.26163720436203763,96.9609526495999
0.5,900,60,11000,0.24369144978345914,110.37571721499839
0.5,900,60,13000,0.23561643901112958,116.52519889469562
0.5,900,60,15000,0.22806437689403117,122.3503519552136
0.5,900,60,20000,0.21117225147356988,135.68186336082314
0.5,900,70,0,0.3226141967403813,48.26581296776594
0.5,900,70,5000,0.28969107097099706,64.49090060233263
0.5,900,70,7000,0.2783016546383075,70.23356315219608
0.5,900,70,11000,0.25799500373275625,80.67696085080415
0.5,900,70,13000,0.24891128210206515,85.44681982602786
0.5,900,70,15000,0.24044935787519273,89.95293878696303
0.5,900,70,20000,0.22165287800326097,100.21254911098411
0.5,900,80,0,0.34030671205859575,25.684289720372536
0.5,900,80,5000,0.2977168012689011,35.78937616606565
0.5,900,80,7000,0.28340678648440837,39.276929111245984
0.5,900,80,11000,0.2585023729575479,45.483179527570954
0.5,900,80,13000,0.24763618405827081,48.25396396622172
0.5,900,80,15000,0.23767810960685887,50.831814926211734
0.5,900,80,20000,0.2161689502211071,56.545796431415184
0.6,400,30,0,0.4180511959183076,87.61453700819554
0.6,400,30,5000,0.3992863717561367,105.40898043009872
0.6,400,30,7000,0.39230869990766,112.04446982972358
0.6,400,30,11000,0.3791571009465755,124.58424817474766
0.6,400,30,13000,0.3729491732501321,130.52137879377824
0.6,400,30,15000,0.3669868939468267,136.2246615978577
0.6,400,30,20000,0.35293746750523697,149.74574415935612
0.6,400,40,0,0.42948352960037844,80.13842897453314
0.6,400,40,5000,0.41026905019936083,96.42103069683678
0.6,400,40,7000,0.4031233173706841,102.49967334205738
0.6,400,40,11000,0.3896540891762786,113.99732674999028
0.6,400,40,13000,0.3832969746753521,119.44427793036911
0.6,400,40,15000,0.3771721432654387,124.70582356743691
0.6,400,40,20000,0.3627950678684177,137.1140362630522
0.6,400,50,0,0.4437977176983363,70.16796157289905
0.6,400,50,5000,0.4239098774510132,84.46734880685905
0.6,400,50,7000,0.41651360488974853,89.81268997743517
0.6,400,50,11000,0.4025723061190919,99.93399216057524
0.6,400,50,13000,0.3959926123174651,104.73376113857434
0.6,400,50,15000,0.3896535757535952,109.37310368285073
0.6,400,50,20000,0.37477518971847695,120.3252890669343
0.6,400,60,0,0.46159842695454917,56.707454353201406
0.6,400,60,5000,0.44064269032550285,68.52799046139371
0.6,400,60,7000,0.4328523069210725,72.95199479767095
0.6,400,60,11000,0.41817361190087204,81.33641791203772
0.6,400,60,13000,0.4112487559059363,85.31585220959306
0.6,400,60,15000,0.40457915290188157,89.16422605909494
0.6,400,60,20000,0.38893332792853713,98.25653984161563
0.6,400,70,0,0.4792634076579666,40.82105127994227
0.6,400,70,5000,0.45633362029415026,49.63048037253979
0.6,400,70,7000,0.4478258815927176,52.9271573113672
0.6,400,70,11000,0.4318228923743286,59.17344390424199
0.6,400,70,13000,0.42428681930797585,62.13688009640272
0.6,400,70,15000,0.41703741198350147,65.00173135483888
0.6,400,70,20000,0.40006823665944996,71.7655841328134
0.6,400,80,0,0.49100745300563603,21.6486132120599
0.6,400,80,5000,0.4628393311259957,26.809901148802332
0.6,400,80,7000,0.45250025491734375,28.724106202171846
0.6,400,80,11000,0.43322996337952,32.32281669153089
0.6,400,80,13000,0.424240031986309,34.01636878985858
0.6,400,80,15000,0.41564589708427524,35.6446459130731
0.6,400,80,20000,0.39574573316712713,39.452169656327904
0.6,500,30,0,0.4326384854366758,95.50088036412133
0.6,500,30,5000,0.4082115452107808,118.22294193807956
0.6,500,30,7000,0.399303269154774,126.54528143905338
0.6,500,30,11000,0.3827569595828694,142.06553260081924
0.6,500,30,13000,0.3750585690279075,149.31680945631916
0.6,500,30,15000,0.3677404722202018,156.21724404615614
0.6,500,30,20000,0.3506760824837938,172.4451626039683
0.6,500,40,0,0.44336907953900934,86.93684990898764
0.6,500,40,5000,0.4184283735534308,107.66866947432185
0.6,500,40,7000,0.40933081169753954,115.27306043726358
0.6,500,40,11000,0.39243105534377976,129.46984643661315
0.6,500,40,13000,0.38456542382070447,136.11253231600602
0.6,500,40,15000,0.3770858283955165,142.44187114614704
0.6,500,40,20000,0.3596522083344378,157.32831134639514
0.6,500,50,0,0.456802797247041,75.60000024610969
0.6,500,50,5000,0.4310773567224072,93.7405109181928
0.6,500,50,7000,0.4216926013213595,100.40558607852122
0.6,500,50,11000,0.40425872035469373,112.86491205838183
0.6,500,50,13000,0.396144446272945,118.7018878826174
0.6,500,50,15000,0.38842805699305516,124.26939656439006
0.6,500,50,20000,0.3704461578987286,137.37388090415757
0.6,500,60,0,0.47354464619404774,60.56599345497923
0.6,500,60,5000,0.4465484052522004,75.49351628991201
0.6,500,60,7000,0.43670381058560614,80.98638915703455
0.6,500,60,11000,0.4184230010387957,91.2657419391065
0.6,500,60,13000,0.4099184138142961,96.086258199915
0.6,500,60,15000,0.40183232961538895,100.68895280491671
0.6,500,60,20000,0.38300529352550894,111.52477990007901
0.6,500,70,0,0.48993116733233794,43.076346281554684
0.6,500,70,5000,0.460545759022939,54.13243147468925
0.6,500,70,7000,0.4498541922384303,58.20020462742853
0.6,500,70,11000,0.4300410372063324,65.80967398095598
0.6,500,70,13000,0.4208434262637608,69.37609265183357
0.6,500,70,15000,0.4121082880993714,72.78211494929656
0.6,500,70,20000,0.39183479486759976,80.78336838878452
0.6,500,80,0,0.49995585929566855,22.636912102793826
0.6,500,80,5000,0.46420964050897084,29.038587562309953
0.6,500,80,7000,0.451373632222333,31.367952112124303
0.6,500,80,11000,0.4278507250275549,35.683363768547885
0.6,500,80,13000,0.4170554534632336,37.68558261258167
0.6,500,80,15000,0.4068718017971425,39.587284040380176
0.6,500,80,20000,0.383578738907574,43.99210219473202
0.6,600,30,0,0.43947807672398304,101.75229645393713
0.6,600,30,5000,0.4097399737985742,129.1905186236447
0.6,600,30,7000,0.39909670840867584,139.0704913350339
0.6,600,30,11000,0.37960009296532904,157.26943803064307
0.6,600,30,13000,0.3706454813563642,165.6768024858341
0.6,600,30,15000,0.36215611730014574,173.6819678171491
0.6,600,30,20000,0.3427466281764392,192.12137622572973
0.6,600,40,0,0.4497781522759099,92.26967859197282
0.6,600,40,5000,0.4194596466958623,117.26611086811269
0.6,600,40,7000,0.40860538132699686,126.28244040947027
0.6,600,40,11000,0.38871850521324675,142.91238384792464
0.6,600,40,13000,0.3795808779333491,150.60761594960476
0.6,600,40,15000,0.37091965186891607,157.93727903699798
0.6,600,40,20000,0.35109713450907915,174.86586508388177
0.6,600,50,0,0.46267192662720513,79.80784688554586
0.6,600,50,5000,0.43145595038122586,101.6367590536917
0.6,600,50,7000,0.4202783385619597,109.5262504762096
0.6,600,50,11000,0.3997974171828026,124.09970563954458
0.6,600,50,13000,0.39038655713156295,130.8528555511859
0.6,600,50,15000,0.38146648968598845,137.2906303193614
0.6,600,50,20000,0.361067930947554,152.16227540555045
0.6,600,60,0,0.4787632663608932,63.52708263916998
0.6,600,60,5000,0.44607651718929053,81.44393048334193
0.6,600,60,7000,0.4343767157263523,87.93098967643925
0.6,600,60,11000,0.41294835290892096,99.92863833523089
0.6,600,60,13000,0.4031073243568072,105.49418995485789
0.6,600,60,15000,0.39378326795695595,110.80295221042809
0.6,600,60,20000,0.3724774406952565,123.07663247644103
0.6,600,70,0,0.4943597980510251,44.835718089666784
0.6,600,70,5000,0.4588857402332274,58.05673627726052
0.6,600,70,7000,0.44622146116905026,62.84254396942517
0.6,600,70,11000,0.4230819744726052,71.68858944798458
0.6,600,70,13000,0.412482364743609,75.78859723083202
0.6,600,70,15000,0.40245751040695554,79.69645109328559
0.6,600,70,20000,0.3796239634614933,88.71675995669969
0.6,600,80,0,0.5033089775145899,23.49651119655497
0.6,600,80,5000,0.4604368808587821,31.09034530016571
0.6,600,80,7000,0.445367459788795,33.802911804159194
0.6,600,80,11000,0.4181942683838669,38.75859967468382
0.6,600,80,13000,0.40591526658674415,41.02751866400658
0.6,600,80,15000,0.3944071192717168,43.17213408346822
0.6,600,80,20000,0.3686050397976102,48.04998744278618
0.6,700,30,0,0.43826147939174565,106.80090810839404
0.6,700,30,5000,0.40384189055830133,138.59175285020723
0.6,700,30,7000,0.3917396462773088,149.8570455645881
0.6,700,30,11000,0.3698534501834702,170.37225582601405
0.6,700,30,13000,0.35991414620002465,179.75982351960403
0.6,700,30,15000,0.35056608092499003,188.63440869653283
0.6,700,30,20000,0.3294087548189867,208.9171370014613
0.6,700,40,0,0.44835357181625696,96.54479548143895
0.6,700,40,5000,0.41327632762485716,125.49536496830952
0.6,700,40,7000,0.4009382436353394,135.77462036459428
0.6,700,40,11000,0.3786183293929502,154.5246834038652
0.6,700,40,13000,0.36847589744924253,163.1219812000828
0.6,700,40,15000,0.3589425244277885,171.24807241893004
0.6,700,40,20000,0.3373607363799146,189.84773391560017
0.6,700,50,0,0.4609876315929316,83.15816156111664
0.6,700,50,5000,0.42488945059675076,108.42721298105842
0.6,700,50,7000,0.4121892395950137,117.41974247755063
0.6,700,50,11000,0.38921198499334214,133.85022574157463
0.6,700,50,13000,0.378770687599165,141.39525045425367
0.6,700,50,15000,0.36895650587759427,148.5337887614961
0.6,700,50,20000,0.3467400994929041,164.89695021188342
0.6,700,60,0,0.4767666443671578,65.88691096629667
0.6,700,60,5000,0.4389904389944446,86.61224240174076
0.6,700,60,7000,0.42570545474825067,94.00247543008841
0.6,700,60,11000,0.40168252189901066,107.52321995862083
0.6,700,60,13000,0.39077325181240713,113.73853420774002
0.6,700,60,15000,0.3805237361595176,119.62314003694088
0.6,700,60,20000,0.3573449706782076,133.12045787609378
0.6,700,70,0,0.49197867149139773,46.28442154516989
0.6,700,70,5000,0.4510219059227772,61.55778217452751
0.6,700,70,7000,0.4366621134979438,67.00188192104068
0.6,700,70,11000,0.4107682144065545,76.95363907649465
0.6,700,70,13000,0.39904570570037035,81.52221453780155
0.6,700,70,15000,0.38805433328312394,85.84406866428827
0.6,700,70,20000,0.3632952112479704,95.73360176986127
0.6,700,80,0,0.5003792043472324,24.27940851681304
0.6,700,80,5000,0.4510399408360767,33.016810365645036
0.6,700,80,7000,0.4340513381210787,36.08286036240806
0.6,700,80,11000,0.4038832911434673,41.61094216904047
0.6,700,80,13000,0.39044305292745674,44.111649390871804
0.6,700,80,15000,0.3779705582523229,46.454964587501834
0.6,700,80,20000,0.3503911930791957,51.72278581072146
0.6,800,30,0,0.4205413601071207,110.85956297532768
0.6,800,30,5000,0.38304310100795325,146.077349915487
0.6,800,30,7000,0.3700573180320861,158.38157600746865
0.6,800,30,11000,0.34682793015940067,180.56866388060007
0.6,800,30,13000,0.33638409207841563,190.63282778645282
0.6,800,30,15000,0.3266143158566387,200.10565873914737
0.6,800,30,20000,0.30472339266438964,221.57200316182286
0.6,800,40,0,0.430767118063681,99.9591465115166
0.6,800,40,5000,0.39249773402098564,132.08592342222943
0.6,800,40,7000,0.3792400314520416,143.3351177440139
0.6,800,40,11000,0.35551688067781545,163.65599299467428
0.6,800,40,13000,0.34484911224765236,172.88797340742704
0.6,800,40,15000,0.33486771640609075,181.58739762582965
0.6,800,40,20000,0.3125048428521809,201.32392706270363
0.6,800,50,0,0.4435749312271418,85.8214987853616
0.6,800,50,5000,0.40412147058455716,113.92474169249867
0.6,800,50,7000,0.3904508505066471,123.79007646054966
0.6,800,50,11000,0.3659878453720548,141.6437217793581
0.6,800,50,13000,0.3549880685814679,149.7680096105671
0.6,800,50,15000,0.34469791162859115,157.42979240274093
0.6,800,50,20000,0.3216440804242491,174.84214668580506
0.6,800,60,0,0.45956759322291296,67.77512613046864
0.6,800,60,5000,0.4181920096933643,90.88766646225443
0.6,800,60,7000,0.40386394653604335,99.01867505032568
0.6,800,60,11000,0.37824220166248823,113.75405843437424
0.6,800,60,13000,0.3667312043514105,120.4667100786482
0.6,800,60,15000,0.3559697199123035,126.80059231263
0.6,800,60,20000,0.3318899288551526,141.20354148013504
0.6,800,70,0,0.4750265885445156,47.496826154692485
0.6,800,70,5000,0.43005285413639066,64.58636714829868
0.6,800,70,7000,0.4145361337135638,70.59468545147382
0.6,800,70,11000,0.38688250324511325,81.47042983864488
0.6,800,70,13000,0.3745046047830307,86.41644561929674
0.6,800,70,15000,0.36296236852514185,91.07687063700133
0.6,800,70,20000,0.33725514640224874,101.64387989029537
0.6,800,80,0,0.48368497124202714,25.01446426824367
0.6,800,80,5000,0.4293344731804526,34.83185990478749
0.6,800,80,7000,0.4109764627275184,38.22062731755302
0.6,800,80,11000,0.3788394496141548,44.25663378223887
0.6,800,80,13000,0.3647205063046141,46.95503940262287
0.6,800,80,15000,0.351716557205973,49.468304422137344
0.6,800,80,20000,0.3233659935307076,55.051295337381546
0.6,850,30,0,0.3905274150993908,112.4783118766757
0.6,850,30,5000,0.35372441880132083,148.11477206478168
0.6,850,30,7000,0.34103889839544116,160.504573487442
0.6,850,30,11000,0.3184182247528578,182.78095958639128
0.6,850,30,13000,0.30828318780941255,192.8532349442025
0.6,850,30,15000,0.29881883712755797,202.32201936875933
0.6,850,30,20000,0.2776836562168178,223.72446373423313
0.6,850,40,0,0.4012240049516685,101.30480291953377
0.6,850,40,5000,0.36353840015260996,133.9366675790745
0.6,850,40,7000,0.35054449446212427,145.30871262628892
0.6,850,40,11000,0.3273685315309701,165.7926448849819
0.6,850,40,13000,0.31698644824116756,175.06551072658655
0.6,850,40,15000,0.3072888255008625,183.79403254186374
0.6,850,40,20000,0.28563149899676116,203.55394742075939
0.6,850,50,0,0.4146322732200022,86.85819012579611
0.6,850,50,5000,0.3756207991017641,115.54128707294899
0.6,850,50,7000,0.36216900887095593,125.56349511164564
0.6,850,50,11000,0.33817980887731464,143.64810966119106
0.6,850,50,13000,0.32743099537653303,151.85371765975853
0.6,850,50,15000,0.3173957763704895,159.58116524221023
0.6,850,50,20000,0.2949920374490492,177.1005895131584
0.6,850,60,0,0.4313562813031428,68.50998480500438
0.6,850,60,5000,0.39024424112666406,92.24145460268286
0.6,850,60,7000,0.37608034926381395,100.55184845947733
0.6,850,60,11000,0.3508443786897015,115.56813857706467
0.6,850,60,13000,0.33954901162594664,122.38893266563781
0.6,850,60,15000,0.32901193856485117,128.81536954912508
0.6,850,60,20000,0.30552291944626153,143.3925543707975
0.6,850,70,0,0.4476948512514935,47.99214080254574
0.6,850,70,5000,0.40273751978848704,65.67611494162789
0.6,850,70,7000,0.387315296735984,71.86346046670201
0.6,850,70,11000,0.3599443814694318,83.02740684829739
0.6,850,70,13000,0.34774499582995894,88.0884351072739
0.6,850,70,15000,0.3363978735724809,92.84907274579973
